log_id,job_name,run_timestamp,status,message
469,daily_load,2025-05-23T06:34:06.111680,SUCCESS,Job daily_load completed successfully at 2025-05-23T06:34:06.111680.
470,reporting,2025-05-20T17:35:06.111680,FAILURE,Error in reporting: parse error encountered.
471,churn_calc,2025-05-08T14:13:06.111680,SUCCESS,Job churn_calc completed successfully at 2025-05-08T14:13:06.111680.
472,data_cleanup,2025-05-11T03:06:06.111680,SUCCESS,Job data_cleanup completed successfully at 2025-05-11T03:06:06.111680.
473,backup,2025-05-07T05:30:06.111680,FAILURE,Error in backup: AuthFailure encountered.
474,data_cleanup,2025-04-30T22:19:06.111680,FAILURE,Error in data_cleanup: parse error encountered.
475,data_cleanup,2025-05-07T05:34:06.111680,SUCCESS,Job data_cleanup completed successfully at 2025-05-07T05:34:06.111680.
476,data_cleanup,2025-04-30T16:43:06.111680,FAILURE,Error in data_cleanup: permission denied encountered.
477,daily_load,2025-05-24T23:13:06.111680,SUCCESS,Job daily_load completed successfully at 2025-05-24T23:13:06.111680.
478,churn_calc,2025-05-23T12:23:06.111680,SUCCESS,Job churn_calc completed successfully at 2025-05-23T12:23:06.111680.
479,data_cleanup,2025-05-21T14:41:06.111680,SUCCESS,Job data_cleanup completed successfully at 2025-05-21T14:41:06.111680.
480,backup,2025-05-08T17:43:06.111680,SUCCESS,Job backup completed successfully at 2025-05-08T17:43:06.111680.
481,daily_load,2025-05-15T17:48:06.111680,SUCCESS,Job daily_load completed successfully at 2025-05-15T17:48:06.111680.
482,aggregate_sales,2025-05-20T20:44:06.111680,SUCCESS,Job aggregate_sales completed successfully at 2025-05-20T20:44:06.111680.
483,churn_calc,2025-05-10T06:30:06.111680,SUCCESS,Job churn_calc completed successfully at 2025-05-10T06:30:06.111680.
484,enrichment,2025-05-02T21:58:06.111680,SUCCESS,Job enrichment completed successfully at 2025-05-02T21:58:06.111680.
485,reporting,2025-05-17T20:30:06.111680,SUCCESS,Job reporting completed successfully at 2025-05-17T20:30:06.111680.
486,aggregate_sales,2025-05-04T05:19:06.111680,SUCCESS,Job aggregate_sales completed successfully at 2025-05-04T05:19:06.111680.
487,daily_load,2025-05-05T19:40:06.111680,SUCCESS,Job daily_load completed successfully at 2025-05-05T19:40:06.111680.
488,backup,2025-05-07T00:33:06.111680,FAILURE,Error in backup: NullPointerException encountered.
489,backup,2025-05-11T05:22:06.111680,SUCCESS,Job backup completed successfully at 2025-05-11T05:22:06.111680.
490,churn_calc,2025-05-14T02:29:06.111680,SUCCESS,Job churn_calc completed successfully at 2025-05-14T02:29:06.111680.
491,churn_calc,2025-05-28T15:41:06.111680,SUCCESS,Job churn_calc completed successfully at 2025-05-28T15:41:06.111680.
492,reporting,2025-05-04T15:06:06.111680,SUCCESS,Job reporting completed successfully at 2025-05-04T15:06:06.111680.
493,anomaly_detection,2025-05-17T01:14:06.111680,SUCCESS,Job anomaly_detection completed successfully at 2025-05-17T01:14:06.111680.
494,reporting,2025-05-13T14:29:06.111680,SUCCESS,Job reporting completed successfully at 2025-05-13T14:29:06.111680.
495,data_cleanup,2025-05-21T21:25:06.111680,SUCCESS,Job data_cleanup completed successfully at 2025-05-21T21:25:06.111680.
496,daily_load,2025-05-14T19:27:06.111680,SUCCESS,Job daily_load completed successfully at 2025-05-14T19:27:06.111680.
497,data_cleanup,2025-05-18T10:07:06.111680,SUCCESS,Job data_cleanup completed successfully at 2025-05-18T10:07:06.111680.
498,anomaly_detection,2025-05-09T17:14:06.111680,SUCCESS,Job anomaly_detection completed successfully at 2025-05-09T17:14:06.111680.
499,enrichment,2025-05-18T15:09:06.111680,SUCCESS,Job enrichment completed successfully at 2025-05-18T15:09:06.111680.
500,backup,2025-05-28T11:42:06.111680,SUCCESS,Job backup completed successfully at 2025-05-28T11:42:06.111680.
501,enrichment,2025-05-22T20:48:06.111680,SUCCESS,Job enrichment completed successfully at 2025-05-22T20:48:06.111680.
502,anomaly_detection,2025-05-02T14:50:06.111680,SUCCESS,Job anomaly_detection completed successfully at 2025-05-02T14:50:06.111680.
503,anomaly_detection,2025-05-16T22:02:06.111680,SUCCESS,Job anomaly_detection completed successfully at 2025-05-16T22:02:06.111680.
504,aggregate_sales,2025-05-09T05:54:06.111680,SUCCESS,Job aggregate_sales completed successfully at 2025-05-09T05:54:06.111680.
505,backup,2025-05-16T02:55:06.111680,SUCCESS,Job backup completed successfully at 2025-05-16T02:55:06.111680.
506,data_cleanup,2025-05-19T04:16:06.111680,SUCCESS,Job data_cleanup completed successfully at 2025-05-19T04:16:06.111680.
507,aggregate_sales,2025-05-12T13:51:06.111680,SUCCESS,Job aggregate_sales completed successfully at 2025-05-12T13:51:06.111680.
508,daily_load,2025-04-29T20:15:06.111680,SUCCESS,Job daily_load completed successfully at 2025-04-29T20:15:06.111680.
509,daily_load,2025-05-28T13:31:06.111680,SUCCESS,Job daily_load completed successfully at 2025-05-28T13:31:06.111680.
510,churn_calc,2025-05-21T21:03:06.111680,SUCCESS,Job churn_calc completed successfully at 2025-05-21T21:03:06.111680.
511,reporting,2025-05-07T15:14:06.111680,SUCCESS,Job reporting completed successfully at 2025-05-07T15:14:06.111680.
512,daily_load,2025-05-07T10:42:06.111680,SUCCESS,Job daily_load completed successfully at 2025-05-07T10:42:06.111680.
513,enrichment,2025-05-02T01:47:06.111680,SUCCESS,Job enrichment completed successfully at 2025-05-02T01:47:06.111680.
514,backup,2025-05-18T12:33:06.111680,SUCCESS,Job backup completed successfully at 2025-05-18T12:33:06.111680.
515,anomaly_detection,2025-05-24T20:21:06.111680,SUCCESS,Job anomaly_detection completed successfully at 2025-05-24T20:21:06.111680.
516,backup,2025-05-17T14:08:06.111680,SUCCESS,Job backup completed successfully at 2025-05-17T14:08:06.111680.
517,anomaly_detection,2025-05-02T05:07:06.111680,FAILURE,Error in anomaly_detection: out of memory encountered.
518,anomaly_detection,2025-04-30T13:08:06.111680,SUCCESS,Job anomaly_detection completed successfully at 2025-04-30T13:08:06.111680.
519,reporting,2025-05-05T08:53:06.111680,SUCCESS,Job reporting completed successfully at 2025-05-05T08:53:06.111680.
520,data_cleanup,2025-05-25T13:47:06.111680,FAILURE,Error in data_cleanup: FileNotFoundError encountered.
521,enrichment,2025-05-24T01:19:06.111680,SUCCESS,Job enrichment completed successfully at 2025-05-24T01:19:06.111680.
522,churn_calc,2025-05-27T21:02:06.111680,SUCCESS,Job churn_calc completed successfully at 2025-05-27T21:02:06.111680.
523,daily_load,2025-05-11T16:42:06.111680,SUCCESS,Job daily_load completed successfully at 2025-05-11T16:42:06.111680.
524,backup,2025-05-04T13:55:06.111680,SUCCESS,Job backup completed successfully at 2025-05-04T13:55:06.111680.
525,backup,2025-05-17T17:25:06.111680,SUCCESS,Job backup completed successfully at 2025-05-17T17:25:06.111680.
526,data_cleanup,2025-05-21T01:02:06.111680,SUCCESS,Job data_cleanup completed successfully at 2025-05-21T01:02:06.111680.
527,reporting,2025-05-27T14:34:06.111680,SUCCESS,Job reporting completed successfully at 2025-05-27T14:34:06.111680.
528,enrichment,2025-05-02T17:36:06.111680,SUCCESS,Job enrichment completed successfully at 2025-05-02T17:36:06.111680.
529,daily_load,2025-05-16T08:41:06.111680,SUCCESS,Job daily_load completed successfully at 2025-05-16T08:41:06.111680.
530,reporting,2025-05-19T13:06:06.111680,FAILURE,Error in reporting: deadlock detected encountered.
531,backup,2025-04-30T15:58:06.111680,SUCCESS,Job backup completed successfully at 2025-04-30T15:58:06.111680.
532,data_cleanup,2025-05-10T18:16:06.111680,SUCCESS,Job data_cleanup completed successfully at 2025-05-10T18:16:06.111680.
533,backup,2025-05-15T04:14:06.111680,SUCCESS,Job backup completed successfully at 2025-05-15T04:14:06.111680.
534,aggregate_sales,2025-05-17T00:34:06.111680,SUCCESS,Job aggregate_sales completed successfully at 2025-05-17T00:34:06.111680.
535,aggregate_sales,2025-05-25T17:29:06.111680,SUCCESS,Job aggregate_sales completed successfully at 2025-05-25T17:29:06.111680.
536,aggregate_sales,2025-05-24T01:32:06.111680,SUCCESS,Job aggregate_sales completed successfully at 2025-05-24T01:32:06.111680.
537,anomaly_detection,2025-05-29T03:16:06.111680,FAILURE,Error in anomaly_detection: timeout encountered.
538,enrichment,2025-05-21T02:55:06.111680,SUCCESS,Job enrichment completed successfully at 2025-05-21T02:55:06.111680.
539,reporting,2025-05-27T20:09:06.111680,SUCCESS,Job reporting completed successfully at 2025-05-27T20:09:06.111680.
540,anomaly_detection,2025-05-14T16:25:06.111680,SUCCESS,Job anomaly_detection completed successfully at 2025-05-14T16:25:06.111680.
541,data_cleanup,2025-05-27T11:17:06.111680,SUCCESS,Job data_cleanup completed successfully at 2025-05-27T11:17:06.111680.
542,enrichment,2025-05-24T09:11:06.111680,SUCCESS,Job enrichment completed successfully at 2025-05-24T09:11:06.111680.
543,data_cleanup,2025-05-12T09:16:06.111680,SUCCESS,Job data_cleanup completed successfully at 2025-05-12T09:16:06.111680.
544,reporting,2025-05-12T04:50:06.111680,SUCCESS,Job reporting completed successfully at 2025-05-12T04:50:06.111680.
545,churn_calc,2025-05-18T23:42:06.111680,FAILURE,Error in churn_calc: Connection refused encountered.
546,daily_load,2025-05-23T07:02:06.111680,SUCCESS,Job daily_load completed successfully at 2025-05-23T07:02:06.111680.
547,reporting,2025-05-14T19:29:06.111680,SUCCESS,Job reporting completed successfully at 2025-05-14T19:29:06.111680.
548,churn_calc,2025-05-22T17:35:06.111680,FAILURE,Error in churn_calc: timeout encountered.
549,daily_load,2025-05-21T00:38:06.111680,SUCCESS,Job daily_load completed successfully at 2025-05-21T00:38:06.111680.
550,reporting,2025-05-02T23:03:06.111680,SUCCESS,Job reporting completed successfully at 2025-05-02T23:03:06.111680.
551,churn_calc,2025-05-25T06:32:06.111680,SUCCESS,Job churn_calc completed successfully at 2025-05-25T06:32:06.111680.
552,reporting,2025-05-28T16:57:06.111680,SUCCESS,Job reporting completed successfully at 2025-05-28T16:57:06.111680.
553,aggregate_sales,2025-05-07T07:05:06.111680,FAILURE,Error in aggregate_sales: timeout encountered.
554,daily_load,2025-05-10T19:37:06.111680,SUCCESS,Job daily_load completed successfully at 2025-05-10T19:37:06.111680.
555,anomaly_detection,2025-04-29T17:33:06.111680,SUCCESS,Job anomaly_detection completed successfully at 2025-04-29T17:33:06.111680.
556,churn_calc,2025-05-04T04:29:06.111680,FAILURE,Error in churn_calc: FileNotFoundError encountered.
557,reporting,2025-05-04T18:44:06.111680,SUCCESS,Job reporting completed successfully at 2025-05-04T18:44:06.111680.
558,reporting,2025-05-03T15:33:06.111680,SUCCESS,Job reporting completed successfully at 2025-05-03T15:33:06.111680.
559,enrichment,2025-05-28T12:16:06.111680,SUCCESS,Job enrichment completed successfully at 2025-05-28T12:16:06.111680.
560,anomaly_detection,2025-05-03T15:00:06.111680,SUCCESS,Job anomaly_detection completed successfully at 2025-05-03T15:00:06.111680.
561,backup,2025-05-20T15:26:06.111680,SUCCESS,Job backup completed successfully at 2025-05-20T15:26:06.111680.
562,anomaly_detection,2025-05-02T03:25:06.111680,SUCCESS,Job anomaly_detection completed successfully at 2025-05-02T03:25:06.111680.
563,backup,2025-04-30T03:36:06.111680,SUCCESS,Job backup completed successfully at 2025-04-30T03:36:06.111680.
564,aggregate_sales,2025-05-15T23:29:06.111680,FAILURE,Error in aggregate_sales: out of memory encountered.
565,aggregate_sales,2025-05-27T10:36:06.111680,SUCCESS,Job aggregate_sales completed successfully at 2025-05-27T10:36:06.111680.
566,reporting,2025-05-26T07:06:06.111680,SUCCESS,Job reporting completed successfully at 2025-05-26T07:06:06.111680.
567,enrichment,2025-05-21T23:19:06.111680,SUCCESS,Job enrichment completed successfully at 2025-05-21T23:19:06.111680.
568,anomaly_detection,2025-05-06T18:55:06.111680,SUCCESS,Job anomaly_detection completed successfully at 2025-05-06T18:55:06.111680.
569,anomaly_detection,2025-05-22T01:29:06.111680,SUCCESS,Job anomaly_detection completed successfully at 2025-05-22T01:29:06.111680.
570,daily_load,2025-05-13T00:06:06.111680,SUCCESS,Job daily_load completed successfully at 2025-05-13T00:06:06.111680.
571,backup,2025-05-18T19:52:06.111680,SUCCESS,Job backup completed successfully at 2025-05-18T19:52:06.111680.
572,data_cleanup,2025-05-28T06:51:06.111680,SUCCESS,Job data_cleanup completed successfully at 2025-05-28T06:51:06.111680.
573,backup,2025-05-11T15:02:06.111680,SUCCESS,Job backup completed successfully at 2025-05-11T15:02:06.111680.
574,anomaly_detection,2025-05-01T08:20:06.111680,SUCCESS,Job anomaly_detection completed successfully at 2025-05-01T08:20:06.111680.
575,backup,2025-05-13T04:02:06.111680,SUCCESS,Job backup completed successfully at 2025-05-13T04:02:06.111680.
576,enrichment,2025-05-26T21:09:06.111680,SUCCESS,Job enrichment completed successfully at 2025-05-26T21:09:06.111680.
577,backup,2025-05-01T11:55:06.111680,SUCCESS,Job backup completed successfully at 2025-05-01T11:55:06.111680.
578,anomaly_detection,2025-04-29T18:09:06.111680,SUCCESS,Job anomaly_detection completed successfully at 2025-04-29T18:09:06.111680.
579,data_cleanup,2025-05-05T11:39:06.111680,SUCCESS,Job data_cleanup completed successfully at 2025-05-05T11:39:06.111680.
580,data_cleanup,2025-05-18T17:52:06.111680,SUCCESS,Job data_cleanup completed successfully at 2025-05-18T17:52:06.111680.
581,enrichment,2025-05-01T06:33:06.111680,SUCCESS,Job enrichment completed successfully at 2025-05-01T06:33:06.111680.
582,enrichment,2025-05-04T15:40:06.111680,SUCCESS,Job enrichment completed successfully at 2025-05-04T15:40:06.111680.
583,daily_load,2025-05-20T12:18:06.111680,SUCCESS,Job daily_load completed successfully at 2025-05-20T12:18:06.111680.
584,data_cleanup,2025-05-01T18:37:06.111680,SUCCESS,Job data_cleanup completed successfully at 2025-05-01T18:37:06.111680.
585,daily_load,2025-05-17T16:11:06.111680,SUCCESS,Job daily_load completed successfully at 2025-05-17T16:11:06.111680.
586,churn_calc,2025-05-23T08:57:06.111680,SUCCESS,Job churn_calc completed successfully at 2025-05-23T08:57:06.111680.
587,reporting,2025-04-30T12:13:06.111680,SUCCESS,Job reporting completed successfully at 2025-04-30T12:13:06.111680.
588,aggregate_sales,2025-05-04T18:23:06.111680,SUCCESS,Job aggregate_sales completed successfully at 2025-05-04T18:23:06.111680.
589,daily_load,2025-05-05T17:45:06.111680,SUCCESS,Job daily_load completed successfully at 2025-05-05T17:45:06.111680.
590,data_cleanup,2025-05-05T04:42:06.111680,FAILURE,Error in data_cleanup: FileNotFoundError encountered.
591,reporting,2025-05-26T14:28:06.111680,SUCCESS,Job reporting completed successfully at 2025-05-26T14:28:06.111680.
592,anomaly_detection,2025-05-02T03:21:06.111680,SUCCESS,Job anomaly_detection completed successfully at 2025-05-02T03:21:06.111680.
593,daily_load,2025-05-06T02:40:06.111680,SUCCESS,Job daily_load completed successfully at 2025-05-06T02:40:06.111680.
594,aggregate_sales,2025-05-10T16:48:06.111680,SUCCESS,Job aggregate_sales completed successfully at 2025-05-10T16:48:06.111680.
595,churn_calc,2025-05-09T10:46:06.111680,SUCCESS,Job churn_calc completed successfully at 2025-05-09T10:46:06.111680.
596,enrichment,2025-05-01T12:32:06.111680,SUCCESS,Job enrichment completed successfully at 2025-05-01T12:32:06.111680.
597,data_cleanup,2025-05-05T23:45:06.111680,SUCCESS,Job data_cleanup completed successfully at 2025-05-05T23:45:06.111680.
598,daily_load,2025-05-21T00:31:06.111680,SUCCESS,Job daily_load completed successfully at 2025-05-21T00:31:06.111680.
599,backup,2025-05-08T11:07:06.111680,SUCCESS,Job backup completed successfully at 2025-05-08T11:07:06.111680.
600,backup,2025-05-24T15:37:06.111680,SUCCESS,Job backup completed successfully at 2025-05-24T15:37:06.111680.
601,reporting,2025-05-21T09:05:06.111680,SUCCESS,Job reporting completed successfully at 2025-05-21T09:05:06.111680.
602,backup,2025-05-11T13:14:06.111680,SUCCESS,Job backup completed successfully at 2025-05-11T13:14:06.111680.
603,backup,2025-04-29T21:01:06.111680,SUCCESS,Job backup completed successfully at 2025-04-29T21:01:06.111680.
604,reporting,2025-05-11T05:08:06.111680,SUCCESS,Job reporting completed successfully at 2025-05-11T05:08:06.111680.
605,anomaly_detection,2025-05-01T07:00:06.111680,SUCCESS,Job anomaly_detection completed successfully at 2025-05-01T07:00:06.111680.
606,aggregate_sales,2025-05-02T05:00:06.111680,SUCCESS,Job aggregate_sales completed successfully at 2025-05-02T05:00:06.111680.
607,enrichment,2025-05-06T05:24:06.111680,SUCCESS,Job enrichment completed successfully at 2025-05-06T05:24:06.111680.
608,enrichment,2025-05-21T03:00:06.111680,SUCCESS,Job enrichment completed successfully at 2025-05-21T03:00:06.111680.
609,daily_load,2025-05-17T19:53:06.111680,SUCCESS,Job daily_load completed successfully at 2025-05-17T19:53:06.111680.
610,churn_calc,2025-05-24T14:29:06.111680,SUCCESS,Job churn_calc completed successfully at 2025-05-24T14:29:06.111680.
611,anomaly_detection,2025-05-16T03:19:06.111680,SUCCESS,Job anomaly_detection completed successfully at 2025-05-16T03:19:06.111680.
612,daily_load,2025-05-14T06:57:06.111680,SUCCESS,Job daily_load completed successfully at 2025-05-14T06:57:06.111680.
613,data_cleanup,2025-05-17T04:00:06.111680,SUCCESS,Job data_cleanup completed successfully at 2025-05-17T04:00:06.111680.
614,backup,2025-05-04T19:08:06.111680,SUCCESS,Job backup completed successfully at 2025-05-04T19:08:06.111680.
615,daily_load,2025-05-19T08:44:06.111680,FAILURE,Error in daily_load: Connection refused encountered.
616,data_cleanup,2025-05-03T06:50:06.111680,SUCCESS,Job data_cleanup completed successfully at 2025-05-03T06:50:06.111680.
617,churn_calc,2025-05-06T20:10:06.111680,SUCCESS,Job churn_calc completed successfully at 2025-05-06T20:10:06.111680.
618,aggregate_sales,2025-05-08T09:17:06.111680,SUCCESS,Job aggregate_sales completed successfully at 2025-05-08T09:17:06.111680.
619,aggregate_sales,2025-05-26T21:39:06.111680,SUCCESS,Job aggregate_sales completed successfully at 2025-05-26T21:39:06.111680.
620,daily_load,2025-05-06T21:04:06.111680,SUCCESS,Job daily_load completed successfully at 2025-05-06T21:04:06.111680.
621,data_cleanup,2025-05-18T03:24:06.111680,SUCCESS,Job data_cleanup completed successfully at 2025-05-18T03:24:06.111680.
622,reporting,2025-05-09T06:30:06.111680,SUCCESS,Job reporting completed successfully at 2025-05-09T06:30:06.111680.
623,enrichment,2025-04-29T07:27:06.111680,SUCCESS,Job enrichment completed successfully at 2025-04-29T07:27:06.111680.
624,aggregate_sales,2025-05-24T22:43:06.111680,SUCCESS,Job aggregate_sales completed successfully at 2025-05-24T22:43:06.111680.
625,data_cleanup,2025-05-14T20:40:06.111680,SUCCESS,Job data_cleanup completed successfully at 2025-05-14T20:40:06.111680.
626,anomaly_detection,2025-05-09T08:55:06.111680,SUCCESS,Job anomaly_detection completed successfully at 2025-05-09T08:55:06.111680.
627,reporting,2025-05-02T23:45:06.111680,SUCCESS,Job reporting completed successfully at 2025-05-02T23:45:06.111680.
628,backup,2025-05-28T05:41:06.111680,FAILURE,Error in backup: NullPointerException encountered.
629,enrichment,2025-05-02T06:02:06.111680,SUCCESS,Job enrichment completed successfully at 2025-05-02T06:02:06.111680.
630,daily_load,2025-05-12T11:34:06.111680,SUCCESS,Job daily_load completed successfully at 2025-05-12T11:34:06.111680.
631,anomaly_detection,2025-05-11T21:21:06.111680,SUCCESS,Job anomaly_detection completed successfully at 2025-05-11T21:21:06.111680.
632,reporting,2025-05-02T12:48:06.111680,SUCCESS,Job reporting completed successfully at 2025-05-02T12:48:06.111680.
633,enrichment,2025-05-15T23:33:06.111680,SUCCESS,Job enrichment completed successfully at 2025-05-15T23:33:06.111680.
634,data_cleanup,2025-05-25T12:40:06.111680,SUCCESS,Job data_cleanup completed successfully at 2025-05-25T12:40:06.111680.
635,backup,2025-05-04T18:00:06.111680,SUCCESS,Job backup completed successfully at 2025-05-04T18:00:06.111680.
636,daily_load,2025-05-29T00:43:06.111680,SUCCESS,Job daily_load completed successfully at 2025-05-29T00:43:06.111680.
637,anomaly_detection,2025-05-12T08:03:06.111680,SUCCESS,Job anomaly_detection completed successfully at 2025-05-12T08:03:06.111680.
638,data_cleanup,2025-04-30T16:30:06.111680,SUCCESS,Job data_cleanup completed successfully at 2025-04-30T16:30:06.111680.
639,aggregate_sales,2025-05-08T02:05:06.111680,FAILURE,Error in aggregate_sales: timeout encountered.
640,aggregate_sales,2025-05-04T01:04:06.111680,SUCCESS,Job aggregate_sales completed successfully at 2025-05-04T01:04:06.111680.
641,enrichment,2025-05-28T01:16:06.111680,SUCCESS,Job enrichment completed successfully at 2025-05-28T01:16:06.111680.
642,reporting,2025-05-23T12:42:06.111680,FAILURE,Error in reporting: permission denied encountered.
643,churn_calc,2025-05-12T18:47:06.111680,SUCCESS,Job churn_calc completed successfully at 2025-05-12T18:47:06.111680.
644,backup,2025-05-06T15:53:06.111680,SUCCESS,Job backup completed successfully at 2025-05-06T15:53:06.111680.
645,aggregate_sales,2025-05-12T19:49:06.111680,SUCCESS,Job aggregate_sales completed successfully at 2025-05-12T19:49:06.111680.
646,enrichment,2025-05-14T19:18:06.111680,FAILURE,Error in enrichment: AuthFailure encountered.
647,aggregate_sales,2025-05-18T11:41:06.111680,SUCCESS,Job aggregate_sales completed successfully at 2025-05-18T11:41:06.111680.
648,daily_load,2025-05-19T17:41:06.111680,SUCCESS,Job daily_load completed successfully at 2025-05-19T17:41:06.111680.
649,reporting,2025-05-11T18:29:06.111680,FAILURE,Error in reporting: FileNotFoundError encountered.
650,anomaly_detection,2025-05-13T13:51:06.111680,FAILURE,Error in anomaly_detection: deadlock detected encountered.
651,churn_calc,2025-05-24T12:08:06.111680,SUCCESS,Job churn_calc completed successfully at 2025-05-24T12:08:06.111680.
652,churn_calc,2025-05-28T13:50:06.111680,SUCCESS,Job churn_calc completed successfully at 2025-05-28T13:50:06.111680.
653,anomaly_detection,2025-05-29T04:28:06.111680,SUCCESS,Job anomaly_detection completed successfully at 2025-05-29T04:28:06.111680.
654,churn_calc,2025-05-03T12:46:06.111680,SUCCESS,Job churn_calc completed successfully at 2025-05-03T12:46:06.111680.
655,anomaly_detection,2025-05-02T04:13:06.111680,SUCCESS,Job anomaly_detection completed successfully at 2025-05-02T04:13:06.111680.
656,data_cleanup,2025-05-06T23:53:06.111680,SUCCESS,Job data_cleanup completed successfully at 2025-05-06T23:53:06.111680.
657,aggregate_sales,2025-05-17T13:51:06.111680,SUCCESS,Job aggregate_sales completed successfully at 2025-05-17T13:51:06.111680.
658,enrichment,2025-05-16T23:15:06.111680,FAILURE,Error in enrichment: API response code 500 encountered.
659,daily_load,2025-05-09T03:02:06.111680,SUCCESS,Job daily_load completed successfully at 2025-05-09T03:02:06.111680.
660,backup,2025-05-16T13:50:06.111680,SUCCESS,Job backup completed successfully at 2025-05-16T13:50:06.111680.
661,reporting,2025-05-20T13:06:06.111680,SUCCESS,Job reporting completed successfully at 2025-05-20T13:06:06.111680.
662,reporting,2025-05-09T08:41:06.111680,SUCCESS,Job reporting completed successfully at 2025-05-09T08:41:06.111680.
663,daily_load,2025-05-27T20:25:06.111680,SUCCESS,Job daily_load completed successfully at 2025-05-27T20:25:06.111680.
664,aggregate_sales,2025-05-19T11:16:06.111680,SUCCESS,Job aggregate_sales completed successfully at 2025-05-19T11:16:06.111680.
665,anomaly_detection,2025-05-14T21:39:06.111680,SUCCESS,Job anomaly_detection completed successfully at 2025-05-14T21:39:06.111680.
666,churn_calc,2025-05-16T06:48:06.111680,SUCCESS,Job churn_calc completed successfully at 2025-05-16T06:48:06.111680.
667,backup,2025-05-11T16:20:06.111680,FAILURE,Error in backup: AuthFailure encountered.
668,daily_load,2025-05-18T23:12:06.111680,SUCCESS,Job daily_load completed successfully at 2025-05-18T23:12:06.111680.
669,reporting,2025-05-26T21:37:06.111680,SUCCESS,Job reporting completed successfully at 2025-05-26T21:37:06.111680.
670,churn_calc,2025-05-16T13:30:06.111680,FAILURE,Error in churn_calc: NullPointerException encountered.
671,reporting,2025-05-04T23:39:06.111680,SUCCESS,Job reporting completed successfully at 2025-05-04T23:39:06.111680.
672,aggregate_sales,2025-05-25T21:48:06.111680,SUCCESS,Job aggregate_sales completed successfully at 2025-05-25T21:48:06.111680.
673,enrichment,2025-05-25T07:53:06.111680,SUCCESS,Job enrichment completed successfully at 2025-05-25T07:53:06.111680.
674,reporting,2025-05-05T13:00:06.111680,SUCCESS,Job reporting completed successfully at 2025-05-05T13:00:06.111680.
675,aggregate_sales,2025-05-09T23:03:06.111680,SUCCESS,Job aggregate_sales completed successfully at 2025-05-09T23:03:06.111680.
676,anomaly_detection,2025-05-15T14:56:06.111680,SUCCESS,Job anomaly_detection completed successfully at 2025-05-15T14:56:06.111680.
677,data_cleanup,2025-05-16T00:53:06.111680,FAILURE,Error in data_cleanup: permission denied encountered.
678,daily_load,2025-05-04T20:08:06.111680,SUCCESS,Job daily_load completed successfully at 2025-05-04T20:08:06.111680.
679,backup,2025-05-16T03:44:06.111680,SUCCESS,Job backup completed successfully at 2025-05-16T03:44:06.111680.
680,aggregate_sales,2025-05-21T13:55:06.111680,SUCCESS,Job aggregate_sales completed successfully at 2025-05-21T13:55:06.111680.
681,daily_load,2025-05-14T22:13:06.111680,FAILURE,Error in daily_load: Connection refused encountered.
682,enrichment,2025-05-16T00:08:06.111680,SUCCESS,Job enrichment completed successfully at 2025-05-16T00:08:06.111680.
683,data_cleanup,2025-05-25T17:18:06.111680,SUCCESS,Job data_cleanup completed successfully at 2025-05-25T17:18:06.111680.
684,churn_calc,2025-05-08T07:50:06.111680,SUCCESS,Job churn_calc completed successfully at 2025-05-08T07:50:06.111680.
685,data_cleanup,2025-05-29T06:15:06.111680,SUCCESS,Job data_cleanup completed successfully at 2025-05-29T06:15:06.111680.
686,data_cleanup,2025-05-05T22:03:06.111680,SUCCESS,Job data_cleanup completed successfully at 2025-05-05T22:03:06.111680.
687,daily_load,2025-05-08T13:00:06.111680,SUCCESS,Job daily_load completed successfully at 2025-05-08T13:00:06.111680.
688,data_cleanup,2025-05-04T12:34:06.111680,SUCCESS,Job data_cleanup completed successfully at 2025-05-04T12:34:06.111680.
689,data_cleanup,2025-05-24T05:29:06.111680,SUCCESS,Job data_cleanup completed successfully at 2025-05-24T05:29:06.111680.
690,churn_calc,2025-05-20T19:25:06.111680,SUCCESS,Job churn_calc completed successfully at 2025-05-20T19:25:06.111680.
691,daily_load,2025-05-10T04:46:06.111680,SUCCESS,Job daily_load completed successfully at 2025-05-10T04:46:06.111680.
692,daily_load,2025-05-10T18:49:06.111680,SUCCESS,Job daily_load completed successfully at 2025-05-10T18:49:06.111680.
693,daily_load,2025-05-01T18:19:06.111680,SUCCESS,Job daily_load completed successfully at 2025-05-01T18:19:06.111680.
694,enrichment,2025-05-04T14:30:06.111680,FAILURE,Error in enrichment: SyntaxError encountered.
695,churn_calc,2025-05-01T20:50:06.111680,FAILURE,Error in churn_calc: timeout encountered.
696,data_cleanup,2025-05-19T15:33:06.111680,FAILURE,Error in data_cleanup: permission denied encountered.
697,churn_calc,2025-05-15T05:03:06.111680,SUCCESS,Job churn_calc completed successfully at 2025-05-15T05:03:06.111680.
698,churn_calc,2025-05-25T20:45:06.111680,FAILURE,Error in churn_calc: Connection refused encountered.
699,reporting,2025-05-13T18:37:06.111680,SUCCESS,Job reporting completed successfully at 2025-05-13T18:37:06.111680.
700,data_cleanup,2025-05-09T12:22:06.111680,SUCCESS,Job data_cleanup completed successfully at 2025-05-09T12:22:06.111680.
701,daily_load,2025-05-03T15:11:06.111680,SUCCESS,Job daily_load completed successfully at 2025-05-03T15:11:06.111680.
702,backup,2025-05-13T04:34:06.111680,SUCCESS,Job backup completed successfully at 2025-05-13T04:34:06.111680.
